company,company_code,method,dimension,mae,rmse,hellinger,max_error,max_error_cat,naics_group,size_bucket,region,minority_share,urbanicity,signed_AIAN,signed_Asian,signed_Black,signed_Female,signed_Hispanic,signed_Male,signed_NHOPI,signed_Not Hispanic,signed_Two+,signed_White
OPTASENSE INC,HP5895,M5 Variable-Weight,race,8.68,12.577,0.3664,26.03,Asian,Computer/Electrical Mfg (334-335),1-99,South,Medium (25-50%),Urban,0.54,-26.03,12.9,,,,0.07,,9.9,2.62
OPTASENSE INC,HP5895,M5 Variable-Weight,gender,17.41,17.41,0.1358,17.41,Male,Computer/Electrical Mfg (334-335),1-99,South,Medium (25-50%),Urban,,,,17.41,,-17.41,,,,
OPTASENSE INC,HP5895,M5 Variable-Weight,hispanic,13.71,13.71,0.1249,13.71,Hispanic,Computer/Electrical Mfg (334-335),1-99,South,Medium (25-50%),Urban,,,,,13.71,,,-13.71,,
OPTASENSE INC,HP5895,M6 IPF+Occ,race,10.46,17.315,0.3688,31.37,Asian,Computer/Electrical Mfg (334-335),1-99,South,Medium (25-50%),Urban,0.0,-31.37,2.37,,,,0.0,,0.55,28.44
OPTASENSE INC,HP5895,M6 IPF+Occ,gender,7.9,7.9,0.0647,7.9,Male,Computer/Electrical Mfg (334-335),1-99,South,Medium (25-50%),Urban,,,,7.9,,-7.9,,,,
OPTASENSE INC,HP5895,M6 IPF+Occ,hispanic,1.11,1.11,0.0122,1.11,Hispanic,Computer/Electrical Mfg (334-335),1-99,South,Medium (25-50%),Urban,,,,,-1.11,,,1.11,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M1 Baseline (60/40),race,2.19,3.093,0.1177,6.57,White,Construction (23),100-999,South,Medium (25-50%),Rural,0.27,1.34,1.96,,,,0.06,,2.92,-6.57
ANDERSON CONSTRUCTION COMPANY,AA5640,M1 Baseline (60/40),gender,5.01,5.01,0.0386,5.01,Female,Construction (23),100-999,South,Medium (25-50%),Rural,,,,-5.01,,5.01,,,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M1 Baseline (60/40),hispanic,2.27,2.27,0.0204,2.27,Hispanic,Construction (23),100-999,South,Medium (25-50%),Rural,,,,,-2.27,,,2.27,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M2 Three-Layer (50/30/20),race,3.88,5.802,0.1268,11.63,White,Construction (23),100-999,South,Medium (25-50%),Rural,0.21,1.33,7.72,,,,0.05,,2.31,-11.63
ANDERSON CONSTRUCTION COMPANY,AA5640,M2 Three-Layer (50/30/20),gender,0.68,0.68,0.0051,0.68,Female,Construction (23),100-999,South,Medium (25-50%),Rural,,,,-0.68,,0.68,,,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M2 Three-Layer (50/30/20),hispanic,5.41,5.41,0.0503,5.41,Hispanic,Construction (23),100-999,South,Medium (25-50%),Rural,,,,,-5.41,,,5.41,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M3 IPF,race,3.23,5.336,0.0893,9.68,White,Construction (23),100-999,South,Medium (25-50%),Rural,0.0,0.02,-8.73,,,,0.0,,-0.96,9.68
ANDERSON CONSTRUCTION COMPANY,AA5640,M3 IPF,gender,20.09,20.09,0.1732,20.09,Female,Construction (23),100-999,South,Medium (25-50%),Rural,,,,-20.09,,20.09,,,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M3 IPF,hispanic,18.0,18.0,0.2212,18.0,Hispanic,Construction (23),100-999,South,Medium (25-50%),Rural,,,,,-18.0,,,18.0,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M4 Occ-Weighted,race,1.6,2.242,0.1141,4.1,White,Construction (23),100-999,South,Medium (25-50%),Rural,0.26,1.08,-0.7,,,,0.05,,3.41,-4.1
ANDERSON CONSTRUCTION COMPANY,AA5640,M4 Occ-Weighted,gender,8.89,8.89,0.0699,8.89,Female,Construction (23),100-999,South,Medium (25-50%),Rural,,,,-8.89,,8.89,,,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M4 Occ-Weighted,hispanic,0.33,0.33,0.0029,0.33,Hispanic,Construction (23),100-999,South,Medium (25-50%),Rural,,,,,-0.33,,,0.33,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M5 Variable-Weight,race,3.83,5.666,0.1354,11.49,White,Construction (23),100-999,South,Medium (25-50%),Rural,0.28,1.87,7.29,,,,0.1,,1.96,-11.49
ANDERSON CONSTRUCTION COMPANY,AA5640,M5 Variable-Weight,gender,2.77,2.77,0.0207,2.77,Male,Construction (23),100-999,South,Medium (25-50%),Rural,,,,2.77,,-2.77,,,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M5 Variable-Weight,hispanic,6.14,6.14,0.0576,6.14,Hispanic,Construction (23),100-999,South,Medium (25-50%),Rural,,,,,-6.14,,,6.14,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M6 IPF+Occ,race,3.23,5.336,0.0893,9.68,White,Construction (23),100-999,South,Medium (25-50%),Rural,0.0,0.02,-8.73,,,,0.0,,-0.96,9.68
ANDERSON CONSTRUCTION COMPANY,AA5640,M6 IPF+Occ,gender,20.09,20.09,0.1732,20.09,Female,Construction (23),100-999,South,Medium (25-50%),Rural,,,,-20.09,,20.09,,,,
ANDERSON CONSTRUCTION COMPANY,AA5640,M6 IPF+Occ,hispanic,18.0,18.0,0.2212,18.0,Hispanic,Construction (23),100-999,South,Medium (25-50%),Rural,,,,,-18.0,,,18.0,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M1 Baseline (60/40),race,7.56,8.789,0.2785,14.31,White,Construction (23),100-999,South,Low (<25%),Rural,8.16,-3.03,12.21,,,,-5.34,,2.3,-14.31
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M1 Baseline (60/40),gender,22.07,22.07,0.217,22.07,Female,Construction (23),100-999,South,Low (<25%),Rural,,,,22.07,,-22.07,,,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M1 Baseline (60/40),hispanic,14.7,14.7,0.16,14.7,Hispanic,Construction (23),100-999,South,Low (<25%),Rural,,,,,-14.7,,,14.7,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M2 Three-Layer (50/30/20),race,7.89,9.226,0.2834,15.38,White,Construction (23),100-999,South,Low (<25%),Rural,9.01,-2.98,12.24,,,,-5.33,,2.43,-15.38
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M2 Three-Layer (50/30/20),gender,25.99,25.99,0.2468,25.99,Female,Construction (23),100-999,South,Low (<25%),Rural,,,,25.99,,-25.99,,,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M2 Three-Layer (50/30/20),hispanic,15.72,15.72,0.176,15.72,Hispanic,Construction (23),100-999,South,Low (<25%),Rural,,,,,-15.72,,,15.72,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M3 IPF,race,3.26,4.301,0.2184,8.24,White,Construction (23),100-999,South,Low (<25%),Rural,-1.11,-3.32,1.45,,,,-5.36,,0.09,8.24
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M3 IPF,gender,6.1,6.1,0.0751,6.1,Female,Construction (23),100-999,South,Low (<25%),Rural,,,,6.1,,-6.1,,,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M3 IPF,hispanic,20.24,20.24,0.2946,20.24,Hispanic,Construction (23),100-999,South,Low (<25%),Rural,,,,,-20.24,,,20.24,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M4 Occ-Weighted,race,6.8,7.817,0.268,12.03,Black,Construction (23),100-999,South,Low (<25%),Rural,5.88,-3.09,12.03,,,,-5.35,,2.47,-11.96
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M4 Occ-Weighted,gender,17.5,17.5,0.1805,17.5,Female,Construction (23),100-999,South,Low (<25%),Rural,,,,17.5,,-17.5,,,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M4 Occ-Weighted,hispanic,14.23,14.23,0.153,14.23,Hispanic,Construction (23),100-999,South,Low (<25%),Rural,,,,,-14.23,,,14.23,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M5 Variable-Weight,race,9.08,10.97,0.3045,19.02,White,Construction (23),100-999,South,Low (<25%),Rural,12.71,-2.91,12.57,,,,-5.33,,1.97,-19.02
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M5 Variable-Weight,gender,31.22,31.22,0.2849,31.22,Female,Construction (23),100-999,South,Low (<25%),Rural,,,,31.22,,-31.22,,,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M5 Variable-Weight,hispanic,15.64,15.64,0.1747,15.64,Not Hispanic,Construction (23),100-999,South,Low (<25%),Rural,,,,,-15.64,,,15.64,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M6 IPF+Occ,race,3.26,4.301,0.2184,8.24,White,Construction (23),100-999,South,Low (<25%),Rural,-1.11,-3.32,1.45,,,,-5.36,,0.09,8.24
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M6 IPF+Occ,gender,6.1,6.1,0.0751,6.1,Female,Construction (23),100-999,South,Low (<25%),Rural,,,,6.1,,-6.1,,,,
EDWARDS ELECTRIC SERVICE  LLC,AN3964,M6 IPF+Occ,hispanic,20.24,20.24,0.2946,20.24,Hispanic,Construction (23),100-999,South,Low (<25%),Rural,,,,,-20.24,,,20.24,,
HARBOR GROUP INC,X51526,M1 Baseline (60/40),race,0.88,0.987,0.0606,1.51,White,Construction (23),1k-9999,Midwest,Low (<25%),Rural,-0.74,-0.77,-1.08,,,,-0.05,,1.12,1.51
HARBOR GROUP INC,X51526,M1 Baseline (60/40),gender,11.77,11.77,0.1087,11.77,Male,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,11.77,,-11.77,,,,
HARBOR GROUP INC,X51526,M1 Baseline (60/40),hispanic,0.01,0.01,0.0001,0.01,Not Hispanic,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,,0.01,,,-0.01,,
HARBOR GROUP INC,X51526,M2 Three-Layer (50/30/20),race,0.96,1.207,0.0804,2.37,Two+,Construction (23),1k-9999,Midwest,Low (<25%),Rural,-0.76,-0.8,-1.28,,,,-0.06,,2.37,0.51
HARBOR GROUP INC,X51526,M2 Three-Layer (50/30/20),gender,16.04,16.04,0.1429,16.04,Male,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,16.04,,-16.04,,,,
HARBOR GROUP INC,X51526,M2 Three-Layer (50/30/20),hispanic,0.18,0.185,0.0021,0.19,Not Hispanic,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,,0.18,,,-0.19,,
HARBOR GROUP INC,X51526,M3 IPF,race,2.05,2.85,0.1664,6.16,White,Construction (23),1k-9999,Midwest,Low (<25%),Rural,-1.07,-1.26,-2.6,,,,-0.1,,-1.14,6.16
HARBOR GROUP INC,X51526,M3 IPF,gender,4.29,4.29,0.0501,4.29,Female,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,-4.29,,4.29,,,,
HARBOR GROUP INC,X51526,M3 IPF,hispanic,8.93,8.93,0.1482,8.93,Not Hispanic,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,,-8.93,,,8.93,,
HARBOR GROUP INC,X51526,M4 Occ-Weighted,race,0.92,1.021,0.0675,1.38,Two+,Construction (23),1k-9999,Midwest,Low (<25%),Rural,-0.77,-0.88,-1.05,,,,-0.06,,1.38,1.37
HARBOR GROUP INC,X51526,M4 Occ-Weighted,gender,8.01,8.01,0.0768,8.01,Male,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,8.01,,-8.01,,,,
HARBOR GROUP INC,X51526,M4 Occ-Weighted,hispanic,0.22,0.22,0.0026,0.22,Hispanic,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,,-0.22,,,0.22,,
HARBOR GROUP INC,X51526,M5 Variable-Weight,race,0.79,0.964,0.0488,1.78,White,Construction (23),1k-9999,Midwest,Low (<25%),Rural,-0.68,-0.54,-1.14,,,,-0.03,,0.59,1.78
HARBOR GROUP INC,X51526,M5 Variable-Weight,gender,19.31,19.31,0.1679,19.31,Male,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,19.31,,-19.31,,,,
HARBOR GROUP INC,X51526,M5 Variable-Weight,hispanic,0.46,0.46,0.0053,0.46,Hispanic,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,,0.46,,,-0.46,,
HARBOR GROUP INC,X51526,M6 IPF+Occ,race,2.05,2.85,0.1664,6.16,White,Construction (23),1k-9999,Midwest,Low (<25%),Rural,-1.07,-1.26,-2.6,,,,-0.1,,-1.14,6.16
HARBOR GROUP INC,X51526,M6 IPF+Occ,gender,4.29,4.29,0.0501,4.29,Female,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,-4.29,,4.29,,,,
HARBOR GROUP INC,X51526,M6 IPF+Occ,hispanic,8.93,8.93,0.1482,8.93,Not Hispanic,Construction (23),1k-9999,Midwest,Low (<25%),Rural,,,,,-8.93,,,8.93,,
W G YATES & SONS CONSTR CO,B38037,M1 Baseline (60/40),race,7.53,10.703,0.2301,21.54,White,Construction (23),1k-9999,South,Low (<25%),Rural,9.0,-1.02,11.74,,,,-0.04,,1.86,-21.54
W G YATES & SONS CONSTR CO,B38037,M1 Baseline (60/40),gender,9.66,9.66,0.0809,9.66,Female,Construction (23),1k-9999,South,Low (<25%),Rural,,,,9.66,,-9.66,,,,
W G YATES & SONS CONSTR CO,B38037,M1 Baseline (60/40),hispanic,7.14,7.14,0.0882,7.14,Not Hispanic,Construction (23),1k-9999,South,Low (<25%),Rural,,,,,-7.14,,,7.14,,
W G YATES & SONS CONSTR CO,B38037,M2 Three-Layer (50/30/20),race,7.87,11.193,0.2393,22.61,White,Construction (23),1k-9999,South,Low (<25%),Rural,9.85,-0.97,11.77,,,,-0.03,,1.99,-22.61
W G YATES & SONS CONSTR CO,B38037,M2 Three-Layer (50/30/20),gender,13.58,13.58,0.111,13.58,Female,Construction (23),1k-9999,South,Low (<25%),Rural,,,,13.58,,-13.58,,,,
W G YATES & SONS CONSTR CO,B38037,M2 Three-Layer (50/30/20),hispanic,8.16,8.16,0.1043,8.16,Not Hispanic,Construction (23),1k-9999,South,Low (<25%),Rural,,,,,-8.16,,,8.16,,
W G YATES & SONS CONSTR CO,B38037,M3 IPF,race,0.66,0.806,0.0891,1.31,Asian,Construction (23),1k-9999,South,Low (<25%),Rural,-0.27,-1.31,0.98,,,,-0.06,,-0.35,1.01
W G YATES & SONS CONSTR CO,B38037,M3 IPF,gender,6.31,6.31,0.0618,6.31,Male,Construction (23),1k-9999,South,Low (<25%),Rural,,,,-6.31,,6.31,,,,
W G YATES & SONS CONSTR CO,B38037,M3 IPF,hispanic,12.68,12.68,0.2238,12.68,Not Hispanic,Construction (23),1k-9999,South,Low (<25%),Rural,,,,,-12.68,,,12.68,,
W G YATES & SONS CONSTR CO,B38037,M4 Occ-Weighted,race,6.77,9.595,0.2077,19.19,White,Construction (23),1k-9999,South,Low (<25%),Rural,6.72,-1.08,11.56,,,,-0.05,,2.03,-19.19
W G YATES & SONS CONSTR CO,B38037,M4 Occ-Weighted,gender,5.09,5.09,0.0441,5.09,Male,Construction (23),1k-9999,South,Low (<25%),Rural,,,,5.09,,-5.09,,,,
W G YATES & SONS CONSTR CO,B38037,M4 Occ-Weighted,hispanic,6.67,6.67,0.0812,6.67,Not Hispanic,Construction (23),1k-9999,South,Low (<25%),Rural,,,,,-6.67,,,6.67,,
W G YATES & SONS CONSTR CO,B38037,M5 Variable-Weight,race,9.06,13.053,0.2728,26.25,White,Construction (23),1k-9999,South,Low (<25%),Rural,13.55,-0.9,12.1,,,,-0.03,,1.53,-26.25
W G YATES & SONS CONSTR CO,B38037,M5 Variable-Weight,gender,18.81,18.81,0.1496,18.81,Female,Construction (23),1k-9999,South,Low (<25%),Rural,,,,18.81,,-18.81,,,,
W G YATES & SONS CONSTR CO,B38037,M5 Variable-Weight,hispanic,8.08,8.08,0.103,8.08,Not Hispanic,Construction (23),1k-9999,South,Low (<25%),Rural,,,,,-8.08,,,8.08,,
W G YATES & SONS CONSTR CO,B38037,M6 IPF+Occ,race,0.66,0.806,0.0891,1.31,Asian,Construction (23),1k-9999,South,Low (<25%),Rural,-0.27,-1.31,0.98,,,,-0.06,,-0.35,1.01
W G YATES & SONS CONSTR CO,B38037,M6 IPF+Occ,gender,6.31,6.31,0.0618,6.31,Male,Construction (23),1k-9999,South,Low (<25%),Rural,,,,-6.31,,6.31,,,,
W G YATES & SONS CONSTR CO,B38037,M6 IPF+Occ,hispanic,12.68,12.68,0.2238,12.68,Not Hispanic,Construction (23),1k-9999,South,Low (<25%),Rural,,,,,-12.68,,,12.68,,
VISALIA CERAMIC TILE INC,HP5357,M1 Baseline (60/40),race,18.19,29.508,0.4344,54.57,Two+,Construction (23),100-999,West,High (>50%),Urban,1.26,3.22,2.78,,,,0.13,,-54.57,47.19
VISALIA CERAMIC TILE INC,HP5357,M1 Baseline (60/40),gender,17.09,17.09,0.1632,17.09,Male,Construction (23),100-999,West,High (>50%),Urban,,,,17.09,,-17.09,,,,
VISALIA CERAMIC TILE INC,HP5357,M1 Baseline (60/40),hispanic,1.68,1.68,0.012,1.68,Hispanic,Construction (23),100-999,West,High (>50%),Urban,,,,,-1.68,,,1.68,,
VISALIA CERAMIC TILE INC,HP5357,M2 Three-Layer (50/30/20),race,15.9,25.778,0.3648,47.7,Two+,Construction (23),100-999,West,High (>50%),Urban,1.25,2.9,2.24,,,,0.13,,-47.7,41.19
VISALIA CERAMIC TILE INC,HP5357,M2 Three-Layer (50/30/20),gender,21.03,21.03,0.1939,21.03,Female,Construction (23),100-999,West,High (>50%),Urban,,,,21.03,,-21.03,,,,
VISALIA CERAMIC TILE INC,HP5357,M2 Three-Layer (50/30/20),hispanic,0.58,0.58,0.0041,0.58,Hispanic,Construction (23),100-999,West,High (>50%),Urban,,,,,0.58,,,-0.58,,
VISALIA CERAMIC TILE INC,HP5357,M3 IPF,race,22.03,37.369,0.6006,66.08,White,Construction (23),100-999,West,High (>50%),Urban,0.02,-1.34,-1.45,,,,0.0,,-63.31,66.08
VISALIA CERAMIC TILE INC,HP5357,M3 IPF,gender,1.31,1.31,0.0157,1.31,Male,Construction (23),100-999,West,High (>50%),Urban,,,,1.31,,-1.31,,,,
VISALIA CERAMIC TILE INC,HP5357,M3 IPF,hispanic,3.08,3.08,0.0221,3.08,Hispanic,Construction (23),100-999,West,High (>50%),Urban,,,,,3.08,,,-3.08,,
VISALIA CERAMIC TILE INC,HP5357,M4 Occ-Weighted,race,17.81,28.914,0.4208,53.42,Two+,Construction (23),100-999,West,High (>50%),Urban,1.1,2.97,2.96,,,,0.1,,-53.42,46.3
VISALIA CERAMIC TILE INC,HP5357,M4 Occ-Weighted,gender,13.19,13.19,0.1311,13.19,Female,Construction (23),100-999,West,High (>50%),Urban,,,,13.19,,-13.19,,,,
VISALIA CERAMIC TILE INC,HP5357,M4 Occ-Weighted,hispanic,1.75,1.75,0.0125,1.75,Hispanic,Construction (23),100-999,West,High (>50%),Urban,,,,,-1.75,,,1.75,,
VISALIA CERAMIC TILE INC,HP5357,M5 Variable-Weight,race,18.96,30.699,0.464,56.88,Two+,Construction (23),100-999,West,High (>50%),Urban,1.59,3.71,2.44,,,,0.19,,-56.88,48.96
VISALIA CERAMIC TILE INC,HP5357,M5 Variable-Weight,gender,24.89,24.89,0.2229,24.89,Male,Construction (23),100-999,West,High (>50%),Urban,,,,24.89,,-24.89,,,,
VISALIA CERAMIC TILE INC,HP5357,M5 Variable-Weight,hispanic,1.54,1.54,0.011,1.54,Hispanic,Construction (23),100-999,West,High (>50%),Urban,,,,,-1.54,,,1.54,,
VISALIA CERAMIC TILE INC,HP5357,M6 IPF+Occ,race,22.03,37.369,0.6006,66.08,White,Construction (23),100-999,West,High (>50%),Urban,0.02,-1.34,-1.45,,,,0.0,,-63.31,66.08
VISALIA CERAMIC TILE INC,HP5357,M6 IPF+Occ,gender,1.31,1.31,0.0157,1.31,Male,Construction (23),100-999,West,High (>50%),Urban,,,,1.31,,-1.31,,,,
VISALIA CERAMIC TILE INC,HP5357,M6 IPF+Occ,hispanic,3.08,3.08,0.0221,3.08,Hispanic,Construction (23),100-999,West,High (>50%),Urban,,,,,3.08,,,-3.08,,
ALCORN FENCE COMPANY,503328,M1 Baseline (60/40),race,3.3,4.77,0.1287,9.91,Asian,Construction (23),1-99,West,Medium (25-50%),Urban,0.89,-9.91,0.47,,,,0.15,,3.2,5.2
ALCORN FENCE COMPANY,503328,M1 Baseline (60/40),gender,6.9,6.9,0.0584,6.9,Female,Construction (23),1-99,West,Medium (25-50%),Urban,,,,6.9,,-6.9,,,,
ALCORN FENCE COMPANY,503328,M1 Baseline (60/40),hispanic,30.93,30.93,0.2322,30.93,Not Hispanic,Construction (23),1-99,West,Medium (25-50%),Urban,,,,,-30.93,,,30.93,,
ALCORN FENCE COMPANY,503328,M2 Three-Layer (50/30/20),race,3.5,5.183,0.1491,8.96,Asian,Construction (23),1-99,West,Medium (25-50%),Urban,0.92,-8.96,0.63,,,,0.16,,8.79,-1.54
ALCORN FENCE COMPANY,503328,M2 Three-Layer (50/30/20),gender,10.96,10.96,0.0903,10.96,Female,Construction (23),1-99,West,Medium (25-50%),Urban,,,,10.96,,-10.96,,,,
ALCORN FENCE COMPANY,503328,M2 Three-Layer (50/30/20),hispanic,30.61,30.61,0.2299,30.61,Not Hispanic,Construction (23),1-99,West,Medium (25-50%),Urban,,,,,-30.61,,,30.61,,
ALCORN FENCE COMPANY,503328,M3 IPF,race,9.51,14.035,0.3023,28.51,White,Construction (23),1-99,West,Medium (25-50%),Urban,0.01,-17.59,-5.4,,,,0.0,,-5.53,28.51
ALCORN FENCE COMPANY,503328,M3 IPF,gender,8.88,8.88,0.0893,8.88,Male,Construction (23),1-99,West,Medium (25-50%),Urban,,,,-8.88,,8.88,,,,
ALCORN FENCE COMPANY,503328,M3 IPF,hispanic,35.41,35.41,0.2634,35.41,Hispanic,Construction (23),1-99,West,Medium (25-50%),Urban,,,,,-35.41,,,35.41,,
ALCORN FENCE COMPANY,503328,M4 Occ-Weighted,race,3.71,5.427,0.1426,11.13,Asian,Construction (23),1-99,West,Medium (25-50%),Urban,0.82,-11.13,0.09,,,,0.11,,4.29,5.81
ALCORN FENCE COMPANY,503328,M4 Occ-Weighted,gender,3.0,3.0,0.0262,3.0,Female,Construction (23),1-99,West,Medium (25-50%),Urban,,,,3.0,,-3.0,,,,
ALCORN FENCE COMPANY,503328,M4 Occ-Weighted,hispanic,29.46,29.46,0.2219,29.46,Not Hispanic,Construction (23),1-99,West,Medium (25-50%),Urban,,,,,-29.46,,,29.46,,
ALCORN FENCE COMPANY,503328,M5 Variable-Weight,race,2.49,3.541,0.1085,7.47,Asian,Construction (23),1-99,West,Medium (25-50%),Urban,1.03,-7.47,1.24,,,,0.23,,1.01,3.97
ALCORN FENCE COMPANY,503328,M5 Variable-Weight,gender,14.72,14.72,0.1187,14.72,Female,Construction (23),1-99,West,Medium (25-50%),Urban,,,,14.72,,-14.72,,,,
ALCORN FENCE COMPANY,503328,M5 Variable-Weight,hispanic,33.86,33.86,0.2526,33.86,Not Hispanic,Construction (23),1-99,West,Medium (25-50%),Urban,,,,,-33.86,,,33.86,,
ALCORN FENCE COMPANY,503328,M6 IPF+Occ,race,9.51,14.035,0.3023,28.51,White,Construction (23),1-99,West,Medium (25-50%),Urban,0.01,-17.59,-5.4,,,,0.0,,-5.53,28.51
ALCORN FENCE COMPANY,503328,M6 IPF+Occ,gender,8.88,8.88,0.0893,8.88,Male,Construction (23),1-99,West,Medium (25-50%),Urban,,,,-8.88,,8.88,,,,
ALCORN FENCE COMPANY,503328,M6 IPF+Occ,hispanic,35.41,35.41,0.2634,35.41,Hispanic,Construction (23),1-99,West,Medium (25-50%),Urban,,,,,-35.41,,,35.41,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M1 Baseline (60/40),race,2.72,3.408,0.229,5.72,Black,Construction (23),1-99,Midwest,Low (<25%),Urban,0.23,2.2,5.72,,,,-1.34,,-5.29,-1.52
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M1 Baseline (60/40),gender,3.36,3.36,0.0264,3.36,Female,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,-3.36,,3.36,,,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M1 Baseline (60/40),hispanic,4.5,4.5,0.0514,4.5,Hispanic,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,,-4.5,,,4.5,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M2 Three-Layer (50/30/20),race,2.57,3.119,0.2205,5.0,Black,Construction (23),1-99,Midwest,Low (<25%),Urban,0.2,2.5,5.0,,,,-1.34,,-4.77,-1.59
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M2 Three-Layer (50/30/20),gender,0.67,0.67,0.0052,0.67,Male,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,0.67,,-0.67,,,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M2 Three-Layer (50/30/20),hispanic,5.33,5.335,0.0622,5.34,Hispanic,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,,-5.34,,,5.33,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M3 IPF,race,3.17,5.013,0.2085,9.08,White,Construction (23),1-99,Midwest,Low (<25%),Urban,0.0,0.01,0.42,,,,-1.37,,-8.14,9.08
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M3 IPF,gender,19.09,19.09,0.1723,19.09,Female,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,-19.09,,19.09,,,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M3 IPF,hispanic,12.44,12.44,0.2037,12.44,Hispanic,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,,-12.44,,,12.44,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M4 Occ-Weighted,race,2.38,3.121,0.2168,5.24,Black,Construction (23),1-99,Midwest,Low (<25%),Urban,0.22,1.68,5.24,,,,-1.35,,-5.08,-0.71
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M4 Occ-Weighted,gender,7.29,7.29,0.0588,7.29,Male,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,-7.29,,7.29,,,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M4 Occ-Weighted,hispanic,3.93,3.93,0.0443,3.93,Hispanic,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,,-3.93,,,3.93,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M5 Variable-Weight,race,3.39,4.067,0.2524,6.67,Black,Construction (23),1-99,Midwest,Low (<25%),Urban,0.27,3.23,6.67,,,,-1.32,,-5.71,-3.15
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M5 Variable-Weight,gender,4.5,4.5,0.0341,4.5,Male,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,4.5,,-4.5,,,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M5 Variable-Weight,hispanic,5.63,5.63,0.0661,5.63,Hispanic,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,,-5.63,,,5.63,,
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M6 IPF+Occ,race,3.17,5.013,0.2085,9.08,White,Construction (23),1-99,Midwest,Low (<25%),Urban,0.0,0.01,0.42,,,,-1.37,,-8.14,9.08
CUSTOM MECHANICAL SYSTEMS  CORP.,EV9902,M6 IPF+Occ,gender,19.09,19.09,0.1723,19.09,Female,Construction (23),1-99,Midwest,Low (<25%),Urban,,,,-19.09,,19.09,,,,
