company,company_code,method,dimension,mae,rmse,hellinger,max_error,max_error_cat,naics_group,size_bucket,region,minority_share,urbanicity,signed_AIAN,signed_Asian,signed_Black,signed_Female,signed_Hispanic,signed_Male,signed_NHOPI,signed_Not Hispanic,signed_Two+,signed_White
HEARTLAND COCA COLA BOTTLING CO,HL1463,M2b Workplace-Tract,race,5.72,8.433,0.1931,16.81,Black,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,-0.24,2.69,-16.81,,,,-0.11,,3.24,11.24
HEARTLAND COCA COLA BOTTLING CO,HL1463,M2b Workplace-Tract,gender,27.88,27.88,0.2264,27.88,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,27.88,,-27.88,,,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M2b Workplace-Tract,hispanic,6.24,6.24,0.0758,6.24,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,,6.24,,,-6.24,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M3b Damp-IPF,race,5.57,8.601,0.182,16.3,Black,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,-0.25,2.39,-16.3,,,,-0.15,,1.24,13.07
HEARTLAND COCA COLA BOTTLING CO,HL1463,M3b Damp-IPF,gender,19.48,19.48,0.1655,19.48,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,19.48,,-19.48,,,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M3b Damp-IPF,hispanic,4.53,4.53,0.0828,4.53,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,,-4.53,,,4.53,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M4b State-Occ,race,5.0,7.54,0.1613,14.88,Black,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,0.01,0.89,-14.88,,,,-0.12,,3.91,10.18
HEARTLAND COCA COLA BOTTLING CO,HL1463,M4b State-Occ,gender,29.12,29.12,0.2352,29.12,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,29.12,,-29.12,,,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M4b State-Occ,hispanic,7.19,7.19,0.0857,7.19,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,,7.19,,,-7.19,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M5b Min-Adapt,race,5.23,7.978,0.1705,15.48,Black,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,-0.11,2.59,-15.48,,,,-0.09,,1.55,11.54
HEARTLAND COCA COLA BOTTLING CO,HL1463,M5b Min-Adapt,gender,29.73,29.73,0.2394,29.73,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,29.73,,-29.73,,,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M5b Min-Adapt,hispanic,5.64,5.64,0.0694,5.64,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,,5.64,,,-5.64,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M7 Hybrid,race,5.05,7.797,0.1647,15.0,Black,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,-0.06,2.75,-15.0,,,,-0.08,,0.93,11.46
HEARTLAND COCA COLA BOTTLING CO,HL1463,M7 Hybrid,gender,19.48,19.48,0.1655,19.48,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,19.48,,-19.48,,,,
HEARTLAND COCA COLA BOTTLING CO,HL1463,M7 Hybrid,hispanic,4.86,4.86,0.0608,4.86,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Medium (25-50%),Urban,,,,,4.86,,,-4.86,,
SAPUTO CHEESE USA INC,X12192,M1 Baseline (60/40),race,4.1,5.907,0.1363,11.63,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.5,1.68,8.01,,,,-0.17,,2.61,-11.63
SAPUTO CHEESE USA INC,X12192,M1 Baseline (60/40),gender,2.03,2.03,0.0149,2.03,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,2.03,,-2.03,,,,
SAPUTO CHEESE USA INC,X12192,M1 Baseline (60/40),hispanic,14.67,14.67,0.1194,14.67,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-14.67,,,14.67,,
SAPUTO CHEESE USA INC,X12192,M2 Three-Layer (50/30/20),race,4.83,6.784,0.155,13.88,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.44,2.08,7.17,,,,-0.17,,5.25,-13.88
SAPUTO CHEESE USA INC,X12192,M2 Three-Layer (50/30/20),gender,3.9,3.9,0.0284,3.9,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,3.9,,-3.9,,,,
SAPUTO CHEESE USA INC,X12192,M2 Three-Layer (50/30/20),hispanic,13.83,13.83,0.1119,13.83,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-13.83,,,13.83,,
SAPUTO CHEESE USA INC,X12192,M3 IPF,race,2.56,3.596,0.1401,7.68,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.9,-3.7,-1.51,,,,-0.22,,-1.34,7.68
SAPUTO CHEESE USA INC,X12192,M3 IPF,gender,5.72,5.72,0.0429,5.72,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,-5.72,,5.72,,,,
SAPUTO CHEESE USA INC,X12192,M3 IPF,hispanic,28.24,28.24,0.2739,28.24,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-28.24,,,28.24,,
SAPUTO CHEESE USA INC,X12192,M4 Occ-Weighted,race,4.2,6.092,0.1424,11.88,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.54,1.17,8.41,,,,-0.18,,3.02,-11.88
SAPUTO CHEESE USA INC,X12192,M4 Occ-Weighted,gender,0.07,0.07,0.0005,0.07,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,-0.07,,0.07,,,,
SAPUTO CHEESE USA INC,X12192,M4 Occ-Weighted,hispanic,14.73,14.73,0.12,14.73,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-14.73,,,14.73,,
SAPUTO CHEESE USA INC,X12192,M5 Variable-Weight,race,3.9,5.58,0.1259,11.14,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.42,2.71,7.21,,,,-0.15,,1.79,-11.14
SAPUTO CHEESE USA INC,X12192,M5 Variable-Weight,gender,6.23,6.23,0.0451,6.23,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,6.23,,-6.23,,,,
SAPUTO CHEESE USA INC,X12192,M5 Variable-Weight,hispanic,14.57,14.57,0.1185,14.57,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-14.57,,,14.57,,
SAPUTO CHEESE USA INC,X12192,M1b Learned-Wt,race,3.8,5.438,0.1215,10.89,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.38,3.22,6.81,,,,-0.14,,1.38,-10.89
SAPUTO CHEESE USA INC,X12192,M1b Learned-Wt,gender,8.33,8.33,0.0601,8.33,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,8.33,,-8.33,,,,
SAPUTO CHEESE USA INC,X12192,M1b Learned-Wt,hispanic,14.51,14.51,0.118,14.51,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-14.51,,,14.51,,
SAPUTO CHEESE USA INC,X12192,M2b Workplace-Tract,race,4.83,6.784,0.155,13.88,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.44,2.08,7.17,,,,-0.17,,5.25,-13.88
SAPUTO CHEESE USA INC,X12192,M2b Workplace-Tract,gender,3.9,3.9,0.0284,3.9,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,3.9,,-3.9,,,,
SAPUTO CHEESE USA INC,X12192,M2b Workplace-Tract,hispanic,13.83,13.83,0.1119,13.83,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-13.83,,,13.83,,
SAPUTO CHEESE USA INC,X12192,M3b Damp-IPF,race,3.65,5.299,0.1276,10.24,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.5,1.76,7.59,,,,-0.22,,1.62,-10.24
SAPUTO CHEESE USA INC,X12192,M3b Damp-IPF,gender,5.72,5.72,0.0429,5.72,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,-5.72,,5.72,,,,
SAPUTO CHEESE USA INC,X12192,M3b Damp-IPF,hispanic,28.24,28.24,0.2739,28.24,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-28.24,,,28.24,,
SAPUTO CHEESE USA INC,X12192,M4b State-Occ,race,6.15,9.111,0.201,16.84,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.6,-0.84,13.86,,,,-0.18,,4.61,-16.84
SAPUTO CHEESE USA INC,X12192,M4b State-Occ,gender,1.42,1.42,0.0104,1.42,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,1.42,,-1.42,,,,
SAPUTO CHEESE USA INC,X12192,M4b State-Occ,hispanic,9.04,9.04,0.0709,9.04,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-9.04,,,9.04,,
SAPUTO CHEESE USA INC,X12192,M5b Min-Adapt,race,3.9,5.58,0.1259,11.14,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.42,2.71,7.21,,,,-0.15,,1.79,-11.14
SAPUTO CHEESE USA INC,X12192,M5b Min-Adapt,gender,6.23,6.23,0.0451,6.23,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,6.23,,-6.23,,,,
SAPUTO CHEESE USA INC,X12192,M5b Min-Adapt,hispanic,14.57,14.57,0.1185,14.57,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-14.57,,,14.57,,
SAPUTO CHEESE USA INC,X12192,M7 Hybrid,race,3.8,5.438,0.1215,10.89,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.38,3.22,6.81,,,,-0.14,,1.38,-10.89
SAPUTO CHEESE USA INC,X12192,M7 Hybrid,gender,5.72,5.72,0.0429,5.72,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,-5.72,,5.72,,,,
SAPUTO CHEESE USA INC,X12192,M7 Hybrid,hispanic,14.51,14.51,0.118,14.51,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-14.51,,,14.51,,
G & J PEPSI COLA BOTTLERS INC,620132,M1 Baseline (60/40),race,1.74,2.765,0.0967,5.17,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,0.0,0.63,0.26,,,,-0.04,,4.32,-5.17
G & J PEPSI COLA BOTTLERS INC,620132,M1 Baseline (60/40),gender,23.67,23.67,0.2084,23.67,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,23.67,,-23.67,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M1 Baseline (60/40),hispanic,2.31,2.31,0.0524,2.31,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.31,,,-2.31,,
G & J PEPSI COLA BOTTLERS INC,620132,M2 Three-Layer (50/30/20),race,2.72,3.99,0.1084,8.14,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.01,0.85,2.7,,,,-0.03,,4.61,-8.14
G & J PEPSI COLA BOTTLERS INC,620132,M2 Three-Layer (50/30/20),gender,26.59,26.59,0.2298,26.59,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,26.59,,-26.59,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M2 Three-Layer (50/30/20),hispanic,2.32,2.32,0.0526,2.32,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.32,,,-2.32,,
G & J PEPSI COLA BOTTLERS INC,620132,M3 IPF,race,3.87,6.226,0.1635,11.59,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.13,-0.71,-9.85,,,,-0.06,,-0.85,11.59
G & J PEPSI COLA BOTTLERS INC,620132,M3 IPF,gender,12.98,12.98,0.125,12.98,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,12.98,,-12.98,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M3 IPF,hispanic,1.32,1.32,0.0585,1.32,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-1.32,,,1.32,,
G & J PEPSI COLA BOTTLERS INC,620132,M4 Occ-Weighted,race,1.75,2.841,0.1036,4.94,Two+,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.01,0.32,-0.33,,,,-0.04,,4.94,-4.88
G & J PEPSI COLA BOTTLERS INC,620132,M4 Occ-Weighted,gender,20.81,20.81,0.1871,20.81,Female,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,20.81,,-20.81,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M4 Occ-Weighted,hispanic,2.39,2.39,0.0539,2.39,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.39,,,-2.39,,
G & J PEPSI COLA BOTTLERS INC,620132,M5 Variable-Weight,race,1.92,2.774,0.0854,5.76,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,0.02,1.24,1.45,,,,-0.02,,3.06,-5.76
G & J PEPSI COLA BOTTLERS INC,620132,M5 Variable-Weight,gender,29.37,29.37,0.2497,29.37,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,29.37,,-29.37,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M5 Variable-Weight,hispanic,2.14,2.14,0.0492,2.14,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.14,,,-2.14,,
G & J PEPSI COLA BOTTLERS INC,620132,M1b Learned-Wt,race,2.02,2.861,0.082,6.05,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,0.03,1.55,2.04,,,,-0.02,,2.44,-6.05
G & J PEPSI COLA BOTTLERS INC,620132,M1b Learned-Wt,gender,32.23,32.23,0.2699,32.23,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,32.23,,-32.23,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M1b Learned-Wt,hispanic,2.06,2.06,0.0477,2.06,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.06,,,-2.06,,
G & J PEPSI COLA BOTTLERS INC,620132,M2b Workplace-Tract,race,2.72,3.99,0.1084,8.14,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,-0.01,0.85,2.7,,,,-0.03,,4.61,-8.14
G & J PEPSI COLA BOTTLERS INC,620132,M2b Workplace-Tract,gender,26.59,26.59,0.2298,26.59,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,26.59,,-26.59,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M2b Workplace-Tract,hispanic,2.32,2.32,0.0526,2.32,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.32,,,-2.32,,
G & J PEPSI COLA BOTTLERS INC,620132,M3b Damp-IPF,race,1.16,1.749,0.0672,3.29,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,0.0,-0.13,0.87,,,,-0.06,,2.6,-3.29
G & J PEPSI COLA BOTTLERS INC,620132,M3b Damp-IPF,gender,12.98,12.98,0.125,12.98,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,12.98,,-12.98,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M3b Damp-IPF,hispanic,1.32,1.32,0.0585,1.32,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,-1.32,,,1.32,,
G & J PEPSI COLA BOTTLERS INC,620132,M4b State-Occ,race,1.9,2.825,0.0874,5.66,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,0.02,0.51,1.53,,,,-0.04,,3.64,-5.66
G & J PEPSI COLA BOTTLERS INC,620132,M4b State-Occ,gender,26.62,26.62,0.23,26.62,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,26.62,,-26.62,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M4b State-Occ,hispanic,2.75,2.75,0.0603,2.75,Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.75,,,-2.75,,
G & J PEPSI COLA BOTTLERS INC,620132,M5b Min-Adapt,race,1.92,2.774,0.0854,5.76,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,0.02,1.24,1.45,,,,-0.02,,3.06,-5.76
G & J PEPSI COLA BOTTLERS INC,620132,M5b Min-Adapt,gender,29.37,29.37,0.2497,29.37,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,29.37,,-29.37,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M5b Min-Adapt,hispanic,2.14,2.14,0.0492,2.14,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.14,,,-2.14,,
G & J PEPSI COLA BOTTLERS INC,620132,M7 Hybrid,race,2.02,2.861,0.082,6.05,White,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,0.03,1.55,2.04,,,,-0.02,,2.44,-6.05
G & J PEPSI COLA BOTTLERS INC,620132,M7 Hybrid,gender,12.98,12.98,0.125,12.98,Male,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,12.98,,-12.98,,,,
G & J PEPSI COLA BOTTLERS INC,620132,M7 Hybrid,hispanic,2.06,2.06,0.0477,2.06,Not Hispanic,"Food/Bev Manufacturing (311,312)",1k-9999,Midwest,Low (<25%),Urban,,,,,2.06,,,-2.06,,
BREWSTER CHEESE CO,X38781,M1 Baseline (60/40),race,2.8,4.456,0.1168,7.9,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.09,0.42,7.49,,,,-0.51,,0.4,-7.9
BREWSTER CHEESE CO,X38781,M1 Baseline (60/40),gender,20.45,20.45,0.1623,20.45,Female,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,20.45,,-20.45,,,,
BREWSTER CHEESE CO,X38781,M1 Baseline (60/40),hispanic,6.51,6.51,0.1086,6.51,Not Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.51,,,6.51,,
BREWSTER CHEESE CO,X38781,M2 Three-Layer (50/30/20),race,2.76,4.242,0.1121,7.77,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.09,0.45,6.8,,,,-0.51,,0.94,-7.77
BREWSTER CHEESE CO,X38781,M2 Three-Layer (50/30/20),gender,22.49,22.49,0.1769,22.49,Female,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,22.49,,-22.49,,,,
BREWSTER CHEESE CO,X38781,M2 Three-Layer (50/30/20),hispanic,6.46,6.46,0.1074,6.46,Not Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.46,,,6.46,,
BREWSTER CHEESE CO,X38781,M3 IPF,race,1.88,2.703,0.123,5.63,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.0,-0.25,-2.36,,,,-0.52,,-2.5,5.63
BREWSTER CHEESE CO,X38781,M3 IPF,gender,13.2,13.2,0.1088,13.2,Male,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,13.2,,-13.2,,,,
BREWSTER CHEESE CO,X38781,M3 IPF,hispanic,8.49,8.49,0.1948,8.49,Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-8.49,,,8.49,,
BREWSTER CHEESE CO,X38781,M4 Occ-Weighted,race,2.99,4.761,0.1209,8.47,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.07,0.33,7.97,,,,-0.51,,0.6,-8.47
BREWSTER CHEESE CO,X38781,M4 Occ-Weighted,gender,18.31,18.31,0.1468,18.31,Female,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,18.31,,-18.31,,,,
BREWSTER CHEESE CO,X38781,M4 Occ-Weighted,hispanic,6.58,6.58,0.1104,6.58,Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.58,,,6.58,,
BREWSTER CHEESE CO,X38781,M5 Variable-Weight,race,2.42,3.853,0.1082,6.77,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.13,0.59,6.53,,,,-0.5,,0.01,-6.77
BREWSTER CHEESE CO,X38781,M5 Variable-Weight,gender,24.72,24.72,0.1928,24.72,Female,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,24.72,,-24.72,,,,
BREWSTER CHEESE CO,X38781,M5 Variable-Weight,hispanic,6.36,6.36,0.1049,6.36,Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.36,,,6.36,,
BREWSTER CHEESE CO,X38781,M1b Learned-Wt,race,2.3,3.558,0.1049,6.21,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.15,0.68,6.05,,,,-0.5,,-0.19,-6.21
BREWSTER CHEESE CO,X38781,M1b Learned-Wt,gender,26.86,26.855,0.2078,26.86,Male,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,26.85,,-26.86,,,,
BREWSTER CHEESE CO,X38781,M1b Learned-Wt,hispanic,6.29,6.29,0.1033,6.29,Not Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.29,,,6.29,,
BREWSTER CHEESE CO,X38781,M2b Workplace-Tract,race,2.76,4.242,0.1121,7.77,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.09,0.45,6.8,,,,-0.51,,0.94,-7.77
BREWSTER CHEESE CO,X38781,M2b Workplace-Tract,gender,22.49,22.49,0.1769,22.49,Female,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,22.49,,-22.49,,,,
BREWSTER CHEESE CO,X38781,M2b Workplace-Tract,hispanic,6.46,6.46,0.1074,6.46,Not Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.46,,,6.46,,
BREWSTER CHEESE CO,X38781,M3b Damp-IPF,race,2.42,3.923,0.11,6.83,Black,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.0,0.37,6.83,,,,-0.52,,0.04,-6.73
BREWSTER CHEESE CO,X38781,M3b Damp-IPF,gender,13.2,13.2,0.1088,13.2,Male,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,13.2,,-13.2,,,,
BREWSTER CHEESE CO,X38781,M3b Damp-IPF,hispanic,8.49,8.49,0.1948,8.49,Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-8.49,,,8.49,,
BREWSTER CHEESE CO,X38781,M4b State-Occ,race,4.44,6.774,0.1537,12.81,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.16,0.42,10.22,,,,-0.51,,2.52,-12.81
BREWSTER CHEESE CO,X38781,M4b State-Occ,gender,21.3,21.3,0.1684,21.3,Female,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,21.3,,-21.3,,,,
BREWSTER CHEESE CO,X38781,M4b State-Occ,hispanic,4.03,4.03,0.0584,4.03,Not Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-4.03,,,4.03,,
BREWSTER CHEESE CO,X38781,M5b Min-Adapt,race,2.42,3.853,0.1082,6.77,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.13,0.59,6.53,,,,-0.5,,0.01,-6.77
BREWSTER CHEESE CO,X38781,M5b Min-Adapt,gender,24.72,24.72,0.1928,24.72,Female,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,24.72,,-24.72,,,,
BREWSTER CHEESE CO,X38781,M5b Min-Adapt,hispanic,6.36,6.36,0.1049,6.36,Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.36,,,6.36,,
BREWSTER CHEESE CO,X38781,M7 Hybrid,race,2.3,3.558,0.1049,6.21,White,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,0.15,0.68,6.05,,,,-0.5,,-0.19,-6.21
BREWSTER CHEESE CO,X38781,M7 Hybrid,gender,13.2,13.2,0.1088,13.2,Male,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,13.2,,-13.2,,,,
BREWSTER CHEESE CO,X38781,M7 Hybrid,hispanic,6.29,6.29,0.1033,6.29,Not Hispanic,"Food/Bev Manufacturing (311,312)",100-999,Midwest,Low (<25%),Urban,,,,,-6.29,,,6.29,,
U.S. RENAL CARE  INC.,BF6959,M1 Baseline (60/40),race,10.31,13.79,0.2654,24.58,White,Healthcare/Social (62),1k-9999,South,High (>50%),Urban,-1.51,-21.01,-7.14,,,,-1.28,,6.36,24.58
U.S. RENAL CARE  INC.,BF6959,M1 Baseline (60/40),gender,7.3,7.3,0.0567,7.3,Male,Healthcare/Social (62),1k-9999,South,High (>50%),Urban,,,,-7.3,,7.3,,,,
