company,company_code,method,dimension,mae,rmse,hellinger,max_error,max_error_cat,naics_group,size_bucket,region,minority_share,urbanicity,signed_AIAN,signed_Asian,signed_Black,signed_Female,signed_Hispanic,signed_Male,signed_NHOPI,signed_Not Hispanic,signed_Two+,signed_White
MNUS BANCORP CTR MINNEAPOLIS,G04807,M4b State-Occ,race,4.09,5.183,0.1491,8.17,White,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,0.01,-7.81,-4.07,,,,-0.39,,4.09,8.17
MNUS BANCORP CTR MINNEAPOLIS,G04807,M4b State-Occ,gender,0.67,0.67,0.0048,0.67,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,-0.67,,0.67,,,,
MNUS BANCORP CTR MINNEAPOLIS,G04807,M4b State-Occ,hispanic,4.87,4.87,0.0705,4.87,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-4.87,,,4.87,,
MNUS BANCORP CTR MINNEAPOLIS,G04807,M5b Min-Adapt,race,4.42,5.688,0.1583,9.62,White,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.12,-8.25,-4.48,,,,-0.4,,3.64,9.62
MNUS BANCORP CTR MINNEAPOLIS,G04807,M5b Min-Adapt,gender,6.35,6.35,0.046,6.35,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,6.35,,-6.35,,,,
MNUS BANCORP CTR MINNEAPOLIS,G04807,M5b Min-Adapt,hispanic,6.07,6.07,0.0934,6.07,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-6.07,,,6.07,,
MNUS BANCORP CTR MINNEAPOLIS,G04807,M7 Hybrid,race,2.38,3.291,0.0806,5.9,White,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,0.12,-5.09,-1.69,,,,-0.36,,1.13,5.9
MNUS BANCORP CTR MINNEAPOLIS,G04807,M7 Hybrid,gender,11.62,11.62,0.0854,11.62,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,11.62,,-11.62,,,,
MNUS BANCORP CTR MINNEAPOLIS,G04807,M7 Hybrid,hispanic,4.57,4.565,0.0653,4.57,Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-4.57,,,4.56,,
UNITED HEALTHCARE SERVICES INC,H08279,M1 Baseline (60/40),race,6.08,8.067,0.1757,14.16,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.13,-5.92,-11.75,,,,-0.45,,4.08,14.16
UNITED HEALTHCARE SERVICES INC,H08279,M1 Baseline (60/40),gender,19.36,19.36,0.144,19.36,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-19.36,,19.36,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M1 Baseline (60/40),hispanic,9.31,9.31,0.124,9.31,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-9.31,,,9.31,,
UNITED HEALTHCARE SERVICES INC,H08279,M2 Three-Layer (50/30/20),race,5.46,7.029,0.16,11.6,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.09,-5.31,-10.52,,,,-0.46,,4.77,11.6
UNITED HEALTHCARE SERVICES INC,H08279,M2 Three-Layer (50/30/20),gender,20.17,20.17,0.1498,20.17,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-20.17,,20.17,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M2 Three-Layer (50/30/20),hispanic,8.69,8.69,0.1128,8.69,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-8.69,,,8.69,,
UNITED HEALTHCARE SERVICES INC,H08279,M3 IPF,race,10.26,15.018,0.3554,30.78,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.49,-9.24,-17.65,,,,-0.49,,-2.92,30.78
UNITED HEALTHCARE SERVICES INC,H08279,M3 IPF,gender,15.76,15.76,0.1185,15.76,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-15.76,,15.76,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M3 IPF,hispanic,12.85,12.85,0.2324,12.85,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-12.85,,,12.85,,
UNITED HEALTHCARE SERVICES INC,H08279,M4 Occ-Weighted,race,6.55,8.558,0.1944,14.72,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.18,-6.59,-12.44,,,,-0.46,,4.93,14.72
UNITED HEALTHCARE SERVICES INC,H08279,M4 Occ-Weighted,gender,18.79,18.79,0.14,18.79,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-18.79,,18.79,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M4 Occ-Weighted,hispanic,9.61,9.61,0.1297,9.61,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-9.61,,,9.61,,
UNITED HEALTHCARE SERVICES INC,H08279,M5 Variable-Weight,race,6.79,8.81,0.2046,15.01,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.2,-6.93,-12.78,,,,-0.47,,5.36,15.01
UNITED HEALTHCARE SERVICES INC,H08279,M5 Variable-Weight,gender,18.5,18.5,0.138,18.5,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-18.5,,18.5,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M5 Variable-Weight,hispanic,9.75,9.75,0.1325,9.75,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-9.75,,,9.75,,
UNITED HEALTHCARE SERVICES INC,H08279,M1b Learned-Wt,race,4.67,6.668,0.1267,12.46,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,0.02,-3.91,-9.68,,,,-0.43,,1.52,12.46
UNITED HEALTHCARE SERVICES INC,H08279,M1b Learned-Wt,gender,21.08,21.08,0.1562,21.08,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-21.08,,21.08,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M1b Learned-Wt,hispanic,8.41,8.41,0.108,8.41,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-8.41,,,8.41,,
UNITED HEALTHCARE SERVICES INC,H08279,M2b Workplace-Tract,race,5.46,7.029,0.16,11.6,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.09,-5.31,-10.52,,,,-0.46,,4.77,11.6
UNITED HEALTHCARE SERVICES INC,H08279,M2b Workplace-Tract,gender,20.17,20.17,0.1498,20.17,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-20.17,,20.17,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M2b Workplace-Tract,hispanic,8.69,8.69,0.1128,8.69,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-8.69,,,8.69,,
UNITED HEALTHCARE SERVICES INC,H08279,M3b Damp-IPF,race,6.4,9.016,0.185,17.34,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.15,-6.92,-11.64,,,,-0.49,,1.85,17.34
UNITED HEALTHCARE SERVICES INC,H08279,M3b Damp-IPF,gender,15.76,15.76,0.1185,15.76,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-15.76,,15.76,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M3b Damp-IPF,hispanic,12.85,12.85,0.2324,12.85,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-12.85,,,12.85,,
UNITED HEALTHCARE SERVICES INC,H08279,M4b State-Occ,race,6.4,8.606,0.1867,15.47,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,0.0,-6.57,-12.16,,,,-0.46,,3.72,15.47
UNITED HEALTHCARE SERVICES INC,H08279,M4b State-Occ,gender,23.18,23.18,0.1709,23.18,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-23.18,,23.18,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M4b State-Occ,hispanic,9.32,9.32,0.1242,9.32,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-9.32,,,9.32,,
UNITED HEALTHCARE SERVICES INC,H08279,M5b Min-Adapt,race,6.79,8.81,0.2046,15.01,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,-0.2,-6.93,-12.78,,,,-0.47,,5.36,15.01
UNITED HEALTHCARE SERVICES INC,H08279,M5b Min-Adapt,gender,18.5,18.5,0.138,18.5,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-18.5,,18.5,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M5b Min-Adapt,hispanic,9.75,9.75,0.1325,9.75,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-9.75,,,9.75,,
UNITED HEALTHCARE SERVICES INC,H08279,M7 Hybrid,race,4.67,6.668,0.1267,12.46,White,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,0.02,-3.91,-9.68,,,,-0.43,,1.52,12.46
UNITED HEALTHCARE SERVICES INC,H08279,M7 Hybrid,gender,15.76,15.76,0.1185,15.76,Female,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,-15.76,,15.76,,,,
UNITED HEALTHCARE SERVICES INC,H08279,M7 Hybrid,hispanic,8.41,8.41,0.108,8.41,Hispanic,Finance/Insurance (52),10000+,Midwest,Medium (25-50%),Urban,,,,,-8.41,,,8.41,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M1 Baseline (60/40),race,0.96,1.352,0.0673,2.54,Two+,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.09,-1.93,-0.81,,,,-0.06,,2.54,0.35
HUNTINGTON BANCSHARES INCORPORATED,P64806,M1 Baseline (60/40),gender,7.53,7.53,0.0552,7.53,Male,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,7.53,,-7.53,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M1 Baseline (60/40),hispanic,0.62,0.62,0.0129,0.62,Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-0.62,,,0.62,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M2 Three-Layer (50/30/20),race,1.67,2.2,0.0779,3.6,Two+,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.07,-1.37,1.39,,,,-0.06,,3.6,-3.5
HUNTINGTON BANCSHARES INCORPORATED,P64806,M2 Three-Layer (50/30/20),gender,4.87,4.87,0.0354,4.87,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,4.87,,-4.87,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M2 Three-Layer (50/30/20),hispanic,0.0,0.0,0.0,0.0,Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,0.0,,,0.0,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M3 IPF,race,5.31,7.888,0.2187,15.94,White,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.19,-4.06,-10.01,,,,-0.09,,-1.59,15.94
HUNTINGTON BANCSHARES INCORPORATED,P64806,M3 IPF,gender,18.69,18.69,0.1435,18.69,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,18.69,,-18.69,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M3 IPF,hispanic,3.22,3.22,0.1091,3.22,Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-3.22,,,3.22,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M4 Occ-Weighted,race,1.45,1.795,0.0813,2.91,Two+,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.12,-2.35,-1.81,,,,-0.07,,2.91,1.43
HUNTINGTON BANCSHARES INCORPORATED,P64806,M4 Occ-Weighted,gender,10.18,10.18,0.0753,10.18,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,10.18,,-10.18,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M4 Occ-Weighted,hispanic,0.84,0.84,0.0178,0.84,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-0.84,,,0.84,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M5 Variable-Weight,race,1.69,2.053,0.0886,3.09,Two+,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.13,-2.55,-2.31,,,,-0.07,,3.09,1.97
HUNTINGTON BANCSHARES INCORPORATED,P64806,M5 Variable-Weight,gender,11.5,11.5,0.0854,11.5,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,11.5,,-11.5,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M5 Variable-Weight,hispanic,0.95,0.95,0.0203,0.95,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-0.95,,,0.95,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M1b Learned-Wt,race,1.21,1.62,0.0426,2.9,White,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.02,-0.69,2.2,,,,-0.03,,1.42,-2.9
HUNTINGTON BANCSHARES INCORPORATED,P64806,M1b Learned-Wt,gender,0.42,0.42,0.003,0.42,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,-0.42,,0.42,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M1b Learned-Wt,hispanic,0.03,0.03,0.0006,0.03,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,0.03,,,-0.03,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M2b Workplace-Tract,race,1.67,2.2,0.0779,3.6,Two+,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.07,-1.37,1.39,,,,-0.06,,3.6,-3.5
HUNTINGTON BANCSHARES INCORPORATED,P64806,M2b Workplace-Tract,gender,4.87,4.87,0.0354,4.87,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,4.87,,-4.87,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M2b Workplace-Tract,hispanic,0.0,0.0,0.0,0.0,Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,0.0,,,0.0,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M3b Damp-IPF,race,1.12,1.435,0.0773,2.51,Asian,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.19,-2.51,-0.58,,,,-0.09,,1.81,1.55
HUNTINGTON BANCSHARES INCORPORATED,P64806,M3b Damp-IPF,gender,18.69,18.69,0.1435,18.69,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,18.69,,-18.69,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M3b Damp-IPF,hispanic,3.22,3.22,0.1091,3.22,Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-3.22,,,3.22,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M4b State-Occ,race,0.82,1.253,0.0663,2.33,Asian,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.07,-2.33,0.34,,,,-0.07,,1.96,0.14
HUNTINGTON BANCSHARES INCORPORATED,P64806,M4b State-Occ,gender,1.94,1.94,0.014,1.94,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,1.94,,-1.94,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M4b State-Occ,hispanic,0.34,0.34,0.0066,0.34,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,0.34,,,-0.34,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M5b Min-Adapt,race,1.69,2.053,0.0886,3.09,Two+,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.13,-2.55,-2.31,,,,-0.07,,3.09,1.97
HUNTINGTON BANCSHARES INCORPORATED,P64806,M5b Min-Adapt,gender,11.5,11.5,0.0854,11.5,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,11.5,,-11.5,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M5b Min-Adapt,hispanic,0.95,0.95,0.0203,0.95,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,-0.95,,,0.95,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M7 Hybrid,race,1.21,1.62,0.0426,2.9,White,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,-0.02,-0.69,2.2,,,,-0.03,,1.42,-2.9
HUNTINGTON BANCSHARES INCORPORATED,P64806,M7 Hybrid,gender,18.69,18.69,0.1435,18.69,Female,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,18.69,,-18.69,,,,
HUNTINGTON BANCSHARES INCORPORATED,P64806,M7 Hybrid,hispanic,0.03,0.03,0.0006,0.03,Not Hispanic,Finance/Insurance (52),10000+,Midwest,Low (<25%),Urban,,,,,0.03,,,-0.03,,
"MOLINA HEALTHCARE, INC.",CG4214,M1 Baseline (60/40),race,7.09,9.53,0.2175,17.69,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.84,-1.6,-17.69,,,,-1.15,,11.42,9.85
"MOLINA HEALTHCARE, INC.",CG4214,M1 Baseline (60/40),gender,20.16,20.16,0.1533,20.16,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-20.16,,20.16,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M1 Baseline (60/40),hispanic,3.57,3.57,0.0274,3.57,Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,3.57,,,-3.57,,
"MOLINA HEALTHCARE, INC.",CG4214,M2 Three-Layer (50/30/20),race,6.94,10.023,0.2404,17.93,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.77,-0.98,-17.93,,,,-1.14,,15.97,4.84
"MOLINA HEALTHCARE, INC.",CG4214,M2 Three-Layer (50/30/20),gender,21.28,21.28,0.1612,21.28,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-21.28,,21.28,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M2 Three-Layer (50/30/20),hispanic,6.6,6.6,0.0501,6.6,Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,6.6,,,-6.6,,
"MOLINA HEALTHCARE, INC.",CG4214,M3 IPF,race,13.39,19.754,0.3669,40.18,White,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-1.49,-9.78,-24.9,,,,-1.3,,-2.72,40.18
"MOLINA HEALTHCARE, INC.",CG4214,M3 IPF,gender,15.5,15.5,0.1199,15.5,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-15.5,,15.5,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M3 IPF,hispanic,8.85,8.85,0.0732,8.85,Not Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,-8.85,,,8.85,,
"MOLINA HEALTHCARE, INC.",CG4214,M4 Occ-Weighted,race,7.43,9.842,0.2308,17.68,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.95,-2.48,-17.68,,,,-1.19,,13.56,8.73
"MOLINA HEALTHCARE, INC.",CG4214,M4 Occ-Weighted,gender,18.89,18.89,0.1442,18.89,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-18.89,,18.89,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M4 Occ-Weighted,hispanic,2.32,2.32,0.0179,2.32,Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,2.32,,,-2.32,,
"MOLINA HEALTHCARE, INC.",CG4214,M5 Variable-Weight,race,7.6,10.034,0.2374,17.67,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-1.0,-2.92,-17.67,,,,-1.2,,14.63,8.18
"MOLINA HEALTHCARE, INC.",CG4214,M5 Variable-Weight,gender,18.26,18.26,0.1397,18.26,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-18.26,,18.26,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M5 Variable-Weight,hispanic,1.7,1.7,0.0132,1.7,Not Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,1.7,,,-1.7,,
"MOLINA HEALTHCARE, INC.",CG4214,M1b Learned-Wt,race,6.42,9.27,0.1848,17.71,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.52,1.06,-17.71,,,,-1.03,,5.0,13.21
"MOLINA HEALTHCARE, INC.",CG4214,M1b Learned-Wt,gender,23.96,23.96,0.1801,23.96,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-23.96,,23.96,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M1b Learned-Wt,hispanic,7.31,7.31,0.0553,7.31,Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,7.31,,,-7.31,,
"MOLINA HEALTHCARE, INC.",CG4214,M2b Workplace-Tract,race,6.94,10.023,0.2404,17.93,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.77,-0.98,-17.93,,,,-1.14,,15.97,4.84
"MOLINA HEALTHCARE, INC.",CG4214,M2b Workplace-Tract,gender,21.28,21.28,0.1612,21.28,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-21.28,,21.28,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M2b Workplace-Tract,hispanic,6.6,6.6,0.0501,6.6,Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,6.6,,,-6.6,,
"MOLINA HEALTHCARE, INC.",CG4214,M3b Damp-IPF,race,6.68,9.59,0.1945,17.04,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.91,-0.79,-17.04,,,,-1.3,,4.67,15.38
"MOLINA HEALTHCARE, INC.",CG4214,M3b Damp-IPF,gender,15.5,15.5,0.1199,15.5,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-15.5,,15.5,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M3b Damp-IPF,hispanic,8.85,8.85,0.0732,8.85,Not Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,-8.85,,,8.85,,
"MOLINA HEALTHCARE, INC.",CG4214,M4b State-Occ,race,7.31,9.85,0.2293,18.18,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.88,-1.68,-18.18,,,,-1.19,,12.71,9.22
"MOLINA HEALTHCARE, INC.",CG4214,M4b State-Occ,gender,22.18,22.18,0.1676,22.18,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-22.18,,22.18,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M4b State-Occ,hispanic,3.06,3.06,0.0236,3.06,Not Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,3.06,,,-3.06,,
"MOLINA HEALTHCARE, INC.",CG4214,M5b Min-Adapt,race,7.6,10.034,0.2374,17.67,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-1.0,-2.92,-17.67,,,,-1.2,,14.63,8.18
"MOLINA HEALTHCARE, INC.",CG4214,M5b Min-Adapt,gender,18.26,18.26,0.1397,18.26,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-18.26,,18.26,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M5b Min-Adapt,hispanic,1.7,1.7,0.0132,1.7,Not Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,1.7,,,-1.7,,
"MOLINA HEALTHCARE, INC.",CG4214,M7 Hybrid,race,6.42,9.27,0.1848,17.71,Black,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,-0.52,1.06,-17.71,,,,-1.03,,5.0,13.21
"MOLINA HEALTHCARE, INC.",CG4214,M7 Hybrid,gender,15.5,15.5,0.1199,15.5,Female,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,-15.5,,15.5,,,,
"MOLINA HEALTHCARE, INC.",CG4214,M7 Hybrid,hispanic,7.31,7.31,0.0553,7.31,Hispanic,Finance/Insurance (52),10000+,West,Medium (25-50%),Urban,,,,,7.31,,,-7.31,,
NBT BANCORP,C04496,M1 Baseline (60/40),race,3.27,4.737,0.1339,9.8,White,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,0.11,1.18,4.89,,,,-0.02,,3.64,-9.8
NBT BANCORP,C04496,M1 Baseline (60/40),gender,9.39,9.39,0.0699,9.39,Female,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,-9.39,,9.39,,,,
NBT BANCORP,C04496,M1 Baseline (60/40),hispanic,5.56,5.56,0.1045,5.56,Not Hispanic,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,,5.56,,,-5.56,,
NBT BANCORP,C04496,M2 Three-Layer (50/30/20),race,2.83,4.103,0.1213,8.45,White,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,0.07,0.8,3.92,,,,-0.02,,3.69,-8.45
NBT BANCORP,C04496,M2 Three-Layer (50/30/20),gender,11.2,11.2,0.083,11.2,Female,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,-11.2,,11.2,,,,
NBT BANCORP,C04496,M2 Three-Layer (50/30/20),hispanic,4.79,4.79,0.0936,4.79,Hispanic,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,,4.79,,,-4.79,,
NBT BANCORP,C04496,M3 IPF,race,1.08,1.516,0.0926,3.25,White,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,-0.11,-1.05,-1.18,,,,-0.05,,-0.85,3.25
NBT BANCORP,C04496,M3 IPF,gender,2.41,2.41,0.0184,2.41,Female,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,-2.41,,2.41,,,,
NBT BANCORP,C04496,M3 IPF,hispanic,1.14,1.14,0.047,1.14,Not Hispanic,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,,-1.14,,,1.14,,
NBT BANCORP,C04496,M4 Occ-Weighted,race,3.64,5.297,0.1464,10.89,White,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,0.1,1.05,5.57,,,,-0.03,,4.2,-10.89
NBT BANCORP,C04496,M4 Occ-Weighted,gender,7.47,7.47,0.056,7.47,Female,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,-7.47,,7.47,,,,
NBT BANCORP,C04496,M4 Occ-Weighted,hispanic,6.31,6.31,0.1146,6.31,Not Hispanic,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,,6.31,,,-6.31,,
NBT BANCORP,C04496,M5 Variable-Weight,race,3.82,5.579,0.1526,11.43,White,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,0.1,0.98,5.92,,,,-0.03,,4.48,-11.43
NBT BANCORP,C04496,M5 Variable-Weight,gender,6.51,6.51,0.0489,6.51,Female,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,-6.51,,6.51,,,,
NBT BANCORP,C04496,M5 Variable-Weight,hispanic,6.69,6.69,0.1196,6.69,Hispanic,Finance/Insurance (52),1k-9999,Northeast,Low (<25%),Rural,,,,,6.69,,,-6.69,,
