classification_dim,bucket,method,n_companies,avg_mae_race,avg_mae_gender,avg_mae_hispanic,avg_hellinger_race,win_count
urbanicity,Suburban,M5b Min-Adapt,17,4.51,11.86,7.0,0.1855,0
urbanicity,Suburban,M7 Hybrid,17,3.91,10.6,7.59,0.1629,0
urbanicity,Urban,M1 Baseline (60/40),157,6.15,12.55,7.5,0.1941,1
urbanicity,Urban,M2 Three-Layer (50/30/20),157,6.39,13.52,7.76,0.2031,5
urbanicity,Urban,M3 IPF,157,8.21,10.93,8.85,0.2704,32
urbanicity,Urban,M4 Occ-Weighted,157,6.36,11.71,7.51,0.2029,4
urbanicity,Urban,M5 Variable-Weight,157,6.4,12.53,7.41,0.2031,5
urbanicity,Urban,M1b Learned-Wt,157,5.61,14.82,7.6,0.1736,68
urbanicity,Urban,M2b Workplace-Tract,157,6.39,13.52,7.76,0.2031,0
urbanicity,Urban,M3b Damp-IPF,157,5.83,10.93,8.85,0.1899,32
urbanicity,Urban,M4b State-Occ,157,6.41,12.47,7.53,0.2045,9
urbanicity,Urban,M5b Min-Adapt,157,6.53,12.48,7.45,0.2086,1
urbanicity,Urban,M7 Hybrid,157,5.61,10.93,7.6,0.1736,0
